1oaiA00,0,0,2,17,27,0,5,0,0,1,2,2,0,8,11,0,0,0,0,0,0,0,0,0,0,16,1_10_8_10
101mA00,16,1,1,44,86,0,12,5,0,3,4,0,7,7,63,0,0,0,0,0,0,1,0,1,0,31,1_10_490_10
102lA00,13,1,5,61,97,1,18,3,2,3,18,1,13,13,40,0,0,0,0,0,1,2,0,0,1,34,1_10_530_40
1itlA00,3,0,0,36,59,1,14,0,5,22,18,5,16,8,13,2,0,2,2,4,9,3,0,3,2,60,1_20_1250_10
102mA00,18,1,1,48,91,0,13,5,0,2,4,0,6,6,57,0,0,0,0,0,0,1,0,1,0,37,1_10_490_10
103lA00,17,1,1,55,89,1,19,2,2,3,15,2,9,12,38,0,0,0,0,1,0,2,0,0,1,35,1_10_530_40
103mA00,18,0,1,44,89,1,13,4,0,2,4,1,7,6,61,0,0,0,0,0,0,1,0,1,0,33,1_10_490_10
1itmA00,2,0,0,31,42,1,8,0,8,26,14,6,19,9,10,2,0,2,4,9,8,4,1,3,2,62,1_20_1250_10
104lA00,15,1,5,55,85,2,19,4,2,2,14,4,7,13,34,0,0,0,0,0,0,2,0,0,3,30,1_10_530_40
104lB00,17,4,3,48,77,2,18,6,3,5,12,3,12,13,41,0,0,0,0,0,2,1,0,1,2,29,1_10_530_40
104mA00,18,0,1,42,86,1,13,4,0,1,2,2,6,6,62,0,0,0,0,0,0,1,0,1,0,30,1_10_490_10
105mA00,17,1,2,32,77,1,11,7,0,0,2,0,5,7,64,0,0,0,0,0,0,1,0,1,0,28,1_10_490_10
106mA00,15,2,1,46,94,0,15,4,0,2,4,0,6,5,56,0,0,0,0,0,0,1,0,1,0,37,1_10_490_10
107lA00,13,2,5,59,96,3,18,3,3,4,15,2,11,13,53,0,0,0,0,1,0,1,0,0,1,22,1_10_530_40
107mA00,15,1,1,47,93,1,12,5,0,0,3,0,5,8,60,0,0,0,0,0,0,1,0,1,0,32,1_10_490_10
108lA00,12,1,5,62,99,3,19,3,2,3,16,1,11,12,47,0,0,0,0,0,1,2,0,0,1,26,1_10_530_40
108mA00,16,3,1,44,90,0,12,5,0,2,3,0,7,8,61,0,0,0,0,0,0,0,0,0,0,32,1_10_490_10
109lA00,13,2,4,61,100,3,19,4,3,3,15,1,10,11,48,0,0,0,0,0,0,1,0,0,1,26,1_10_530_40
109mA00,52,25,8,52,100,8,23,6,0,5,8,8,10,12,69,0,0,0,0,0,0,1,0,1,0,39,1_10_490_10
10gsA02,9,3,0,27,53,1,11,1,0,1,3,9,11,3,44,0,0,0,0,0,0,0,0,0,0,17,1_20_1050_10
10gsB02,9,3,0,27,53,1,11,1,0,1,3,9,11,3,44,0,0,0,0,0,0,0,0,0,0,17,1_20_1050_10
